date,sku_id,description,demand_units,median_active_day_units,q1_units,q3_units,spike_threshold_units,multiple_of_median
2011-03-08,22616,PACK OF 12 LONDON TISSUES,1311,36.00,12.00,76.50,173.25,36.42
2010-11-08,22130,PARTY CONE CHRISTMAS DECORATION,1309,24.00,12.00,48.00,102.00,54.54
2010-08-09,37444A,UNKNOWN,1308,2.00,1.00,3.00,6.00,654.00
2010-09-27,37444A,UNKNOWN,1308,2.00,1.00,3.00,6.00,654.00
2010-10-08,21704,BAG 250g SWIRLY MARBLES,1308,14.00,11.00,39.50,82.25,93.43
2011-02-10,21985,PACK OF 12 HEARTS DESIGN TISSUES,1308,24.00,12.00,49.00,104.50,54.50
2011-10-11,20971,PINK BLUE FELT CRAFT TRINKET BOX,1308,16.00,12.00,32.00,62.00,81.75
2010-11-24,22197,POPCORN HOLDER,1307,50.00,20.00,136.00,310.00,26.14
2011-05-25,47566B,TEA TIME PARTY BUNTING,1304,7.00,3.00,15.00,33.00,186.29
2011-01-11,47556B,TEA TIME TEA TOWELS,1300,8.00,5.00,13.00,25.00,162.50
2010-12-21,22616,PACK OF 12 LONDON TISSUES,1297,36.00,12.00,76.50,173.25,36.03
2009-12-11,72756,UNKNOWN,1296,77.50,38.25,214.50,478.88,16.72
2010-11-09,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1296,96.00,48.00,227.50,496.75,13.50
2011-02-10,21982,PACK OF 12 SUKI TISSUES,1296,24.00,6.00,48.00,111.00,54.00
2011-02-10,21986,PACK OF 12 PINK POLKADOT TISSUES,1296,16.50,6.00,36.75,82.88,78.55
2011-03-04,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1296,96.00,48.00,227.50,496.75,13.50
2011-01-11,22470,HEART OF WICKER LARGE,1292,23.00,12.00,42.00,87.00,56.17
2010-10-06,21213,PACK OF 72 SKULL CAKE CASES,1280,32.00,14.25,73.00,161.12,40.00
2010-06-07,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,1278,40.00,16.00,96.00,216.00,31.95
2009-12-01,84879,ASSORTED COLOUR BIRD ORNAMENT,1272,80.00,40.00,160.00,340.00,15.90
2011-11-03,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1265,107.00,59.00,184.00,371.50,11.82
2010-10-22,84879,ASSORTED COLOUR BIRD ORNAMENT,1256,80.00,40.00,160.00,340.00,15.70
2010-05-13,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1251,24.00,6.00,49.00,113.50,52.12
2010-05-13,20972,PINK CREAM FELT CRAFT TRINKET BOX,1250,24.00,12.00,40.00,82.00,52.08
2010-11-25,22740,adjustment,1249,49.00,48.00,96.00,168.00,25.49
2010-08-09,21280,VINTAGE KITCHEN PRINT VEGETABLES,1248,2.00,1.00,6.00,13.50,624.00
2010-09-27,21280,VINTAGE KITCHEN PRINT VEGETABLES,1248,2.00,1.00,6.00,13.50,624.00
2011-02-23,72232,FENG SHUI PILLAR CANDLE,1248,24.00,12.00,48.00,102.00,52.00
2011-04-26,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1248,96.00,48.00,227.50,496.75,13.00
2011-06-09,15034,PAPER POCKET TRAVELING FAN,1248,24.00,4.00,39.00,91.50,52.00
2011-03-17,85099B,JUMBO BAG RED RETROSPOT,1246,118.50,45.00,220.75,484.38,10.51
2010-10-27,15036,ASSORTED COLOURS SILK FAN,1244,27.00,12.00,72.00,162.00,46.07
2011-05-12,21212,PACK OF 72 RETROSPOT CAKE CASES,1236,97.50,48.25,196.50,418.88,12.68
2010-10-06,21212,PACK OF 72 RETROSPOT CAKE CASES,1234,97.50,48.25,196.50,418.88,12.66
2010-08-15,84991,60 TEATIME FAIRY CAKE CASES,1230,52.00,26.00,120.00,261.00,23.65
2010-02-24,22197,POPCORN HOLDER,1226,50.00,20.00,136.00,310.00,24.52
2010-02-24,84991,60 TEATIME FAIRY CAKE CASES,1226,52.00,26.00,120.00,261.00,23.58
2011-09-01,22492,MINI PAINT SET VINTAGE,1224,72.00,36.00,109.00,218.50,17.00
2011-02-04,15036,ASSORTED COLOURS SILK FAN,1212,27.00,12.00,72.00,162.00,44.89
2011-03-30,15036,ASSORTED COLOURS SILK FAN,1212,27.00,12.00,72.00,162.00,44.89
2009-12-03,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1211,24.00,6.00,76.50,182.25,50.46
2010-11-05,22952,60 CAKE CASES VINTAGE CHRISTMAS,1211,97.00,36.75,192.00,424.88,12.48
2010-10-28,71477,COLOURED GLASS STAR T-LIGHT HOLDER,1205,13.00,4.00,36.00,84.00,92.69
2011-03-04,22440,BALLOON WATER BOMB PACK OF 35,1202,20.00,10.00,30.00,60.00,60.10
2011-04-27,22440,BALLOON WATER BOMB PACK OF 35,1201,20.00,10.00,30.00,60.00,60.05
2011-11-09,M,Manual,1201,3.00,1.00,12.00,28.50,400.33
2010-02-15,20657,TROPICAL LUGGAGE TAG,1200,2.00,1.00,4.00,8.50,600.00
2010-03-01,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1200,12.00,1.25,24.00,58.12,100.00
2010-03-11,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1200,12.00,1.25,24.00,58.12,100.00
2010-04-06,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1200,96.00,48.00,227.50,496.75,12.50
2010-04-07,22530,MAGIC DRAWING SLATE DOLLY GIRL,1200,24.00,3.00,48.00,115.50,50.00
2010-04-07,22534,MAGIC DRAWING SLATE SPACEBOY,1200,24.00,4.00,48.00,114.00,50.00
2010-05-10,47587A,UNKNOWN,1200,2.00,1.00,20.50,49.75,600.00
2010-05-24,21419,CONCH SHELL,1200,1.00,1.00,4.00,8.50,1200.00
2010-05-24,21538,DAIRY MAID PUDDING BOWL,1200,2.00,2.00,4.00,7.00,600.00
2010-08-09,21278,VINTAGE KITCHEN PRINT PUDDINGS,1200,2.00,1.00,6.00,13.50,600.00
2010-09-27,21278,VINTAGE KITCHEN PRINT PUDDINGS,1200,2.00,1.00,6.00,13.50,600.00
2011-04-01,22440,BALLOON WATER BOMB PACK OF 35,1200,20.00,10.00,30.00,60.00,60.00
2011-04-08,84212,"ASSORTED FLOWER COLOUR ""LEIS""",1200,24.00,18.00,60.00,123.00,50.00
2011-04-21,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1200,96.00,48.00,227.50,496.75,12.50
2011-05-31,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1200,96.00,48.00,227.50,496.75,12.50
2011-09-30,21098,CHRISTMAS TOILET ROLL,1200,17.00,6.00,44.00,101.00,70.59
2011-10-02,15034,PAPER POCKET TRAVELING FAN,1200,24.00,4.00,39.00,91.50,50.00
2011-12-01,21787,RAIN PONCHO RETROSPOT,1200,24.00,3.00,30.00,70.50,50.00
2010-01-07,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1193,107.00,59.00,184.00,371.50,11.15
2010-06-09,22610,PENS ASSORTED FUNNY FACE,1188,36.00,36.00,72.00,126.00,33.00
2010-09-06,22492,MINI PAINT SET VINTAGE,1188,72.00,36.00,109.00,218.50,16.50
2011-11-10,22492,MINI PAINT SET VINTAGE,1188,72.00,36.00,109.00,218.50,16.50
2010-11-10,84879,ASSORTED COLOUR BIRD ORNAMENT,1173,80.00,40.00,160.00,340.00,14.66
2009-12-02,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1167,52.00,8.00,144.00,348.00,22.44
2010-01-20,21314,SMALL GLASS HEART TRINKET POT,1164,11.50,6.00,22.00,46.00,101.22
2011-11-22,22197,POPCORN HOLDER,1162,50.00,20.00,136.00,310.00,23.24
2010-11-05,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1161,28.00,12.00,54.00,117.00,41.46
2011-10-26,23084,RABBIT NIGHT LIGHT,1157,37.50,6.75,320.25,790.50,30.85
2010-03-18,84568,GIRLS ALPHABET IRON ON PATCHES,1152,17.00,7.00,288.00,709.50,67.76
2010-03-18,84598,BOYS ALPHABET IRON ON PATCHES,1152,10.00,5.00,25.50,56.25,115.20
2010-04-07,22537,MAGIC DRAWING SLATE DINOSAUR,1152,9.00,2.00,26.00,62.00,128.00
2010-05-13,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1152,96.00,48.00,227.50,496.75,12.00
2010-09-10,71459,HANGING JAM JAR T-LIGHT HOLDERS,1152,36.00,12.00,96.00,222.00,32.00
2011-04-27,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1152,96.00,48.00,227.50,496.75,12.00
2010-10-08,21915,RED HARMONICA IN BOX,1144,24.00,12.00,60.00,132.00,47.67
2010-09-03,85099B,JUMBO BAG RED RETROSPOT,1132,118.50,45.00,220.75,484.38,9.55
2010-05-24,21532,UNKNOWN,1128,2.00,1.00,6.00,13.50,564.00
2010-08-03,21915,RED HARMONICA IN BOX,1120,24.00,12.00,60.00,132.00,46.67
2011-12-02,21915,RED HARMONICA IN BOX,1120,24.00,12.00,60.00,132.00,46.67
2010-09-27,84847,UNKNOWN,1118,1.00,1.00,2.50,4.75,1118.00
2010-08-09,84847,UNKNOWN,1116,1.00,1.00,2.50,4.75,1116.00
2010-09-13,22531,MAGIC DRAWING SLATE CIRCUS PARADE,1111,17.50,2.00,48.00,117.00,63.49
2011-04-20,21212,PACK OF 72 RETROSPOT CAKE CASES,1108,97.50,48.25,196.50,418.88,11.36
2010-08-09,10123G,ARMY CAMO WRAPPING TAPE,1104,1.50,1.00,9.75,22.88,736.00
2010-09-27,10123G,ARMY CAMO WRAPPING TAPE,1104,1.50,1.00,9.75,22.88,736.00
2011-04-13,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1104,25.00,24.00,48.00,84.00,44.16
2010-05-24,21540,DAIRY MAID BUTTER DISH,1099,2.00,1.00,4.00,8.50,549.50
2011-06-30,21877,HOME SWEET HOME MUG,1092,12.00,6.00,24.00,51.00,91.00
2011-09-30,22197,POPCORN HOLDER,1085,50.00,20.00,136.00,310.00,21.70
2010-12-07,82484,WOOD BLACK BOARD ANT WHITE FINISH,1083,8.00,4.00,17.00,36.50,135.38
2010-06-09,21918,SET 12 KIDS COLOUR CHALK STICKS,1081,24.00,5.00,29.00,65.00,45.04
2010-01-06,84270,UNKNOWN,1080,62.00,30.00,120.00,255.00,17.42
2011-02-14,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1080,25.00,24.00,48.00,84.00,43.20
2011-11-03,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1079,52.00,8.00,144.00,348.00,20.75
2011-11-09,22197,POPCORN HOLDER,1079,50.00,20.00,136.00,310.00,21.58
2010-11-22,22178,VICTORIAN GLASS HANGING T-LIGHT,1075,36.00,16.00,95.25,214.12,29.86
2011-11-10,85099B,JUMBO BAG RED RETROSPOT,1074,118.50,45.00,220.75,484.38,9.06
2011-04-20,84991,60 TEATIME FAIRY CAKE CASES,1069,52.00,26.00,120.00,261.00,20.56
2010-08-15,21212,PACK OF 72 RETROSPOT CAKE CASES,1060,97.50,48.25,196.50,418.88,10.87
2010-11-15,22197,POPCORN HOLDER,1058,50.00,20.00,136.00,310.00,21.16
2010-09-13,22540,MINI JIGSAW CIRCUS PARADE,1056,24.00,2.00,48.00,117.00,44.00
2011-08-24,23199,JUMBO BAG APPLES,1054,38.50,21.25,85.50,181.88,27.38
2009-12-10,20668,DISCO BALL CHRISTMAS DECORATION,1052,48.00,24.00,118.25,259.62,21.92
2011-02-23,22197,POPCORN HOLDER,1048,50.00,20.00,136.00,310.00,20.96
2011-04-20,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1046,51.00,25.00,100.00,212.50,20.51
2011-12-08,21137,BLACK RECORD COVER FRAME,1041,21.00,4.00,48.00,114.00,49.57
2010-11-04,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1035,52.00,8.00,144.00,348.00,19.90
2010-11-15,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1032,52.00,8.00,144.00,348.00,19.85
2010-11-11,85099F,JUMBO BAG STRAWBERRY,1030,27.00,12.00,100.00,232.00,38.15
2011-06-16,15036,ASSORTED COLOURS SILK FAN,1026,27.00,12.00,72.00,162.00,38.00
2011-08-04,22616,PACK OF 12 LONDON TISSUES,1021,36.00,12.00,76.50,173.25,28.36
2010-05-13,21791,VINTAGE HEADS AND TAILS CARD GAME,1018,17.00,10.00,37.00,77.50,59.88
2011-01-11,POST,POSTAGE,1017,9.00,5.00,14.00,27.50,113.00
2010-06-16,84212,"ASSORTED FLOWER COLOUR ""LEIS""",1016,24.00,18.00,60.00,123.00,42.33
2010-10-06,21975,PACK OF 60 DINOSAUR CAKE CASES,1016,27.00,7.00,52.25,120.12,37.63
2011-02-07,22189,CREAM HEART CARD HOLDER,1014,9.00,4.00,19.00,41.50,112.67
2010-11-09,22616,PACK OF 12 LONDON TISSUES,1013,36.00,12.00,76.50,173.25,28.14
2009-12-14,20993,JAZZ HEARTS MEMO PAD,1011,12.00,2.25,48.00,116.62,84.25
2010-08-24,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1011,51.00,25.00,100.00,212.50,19.82
2010-12-07,21623,VINTAGE UNION JACK MEMOBOARD,1009,2.00,2.00,6.00,12.00,504.50
2011-02-07,21623,VINTAGE UNION JACK MEMOBOARD,1009,2.00,2.00,6.00,12.00,504.50
2010-03-09,85230F,JASMINE VOTIVE CANDLE,1008,24.00,24.00,48.00,84.00,42.00
2010-06-29,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1008,96.00,48.00,227.50,496.75,10.50
2011-08-11,84879,ASSORTED COLOUR BIRD ORNAMENT,1008,80.00,40.00,160.00,340.00,12.60
2010-05-10,POST,POSTAGE,1006,9.00,5.00,14.00,27.50,111.78
2011-03-28,DOT,DOTCOM POSTAGE,1002,2.00,1.00,4.00,8.50,501.00
2010-03-21,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2010-03-23,21985,PACK OF 12 HEARTS DESIGN TISSUES,1000,24.00,12.00,49.00,104.50,41.67
2010-03-23,21986,PACK OF 12 PINK POLKADOT TISSUES,1000,16.50,6.00,36.75,82.88,60.61
2010-05-13,10002,INFLATABLE POLITICAL GLOBE,1000,12.00,5.00,25.00,55.00,83.33
2010-05-24,84510F,SET OF 4 NEW ENGLAND COASTERS,1000,2.00,1.00,3.50,7.25,500.00
2010-06-11,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2010-06-23,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2010-08-24,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2010-09-15,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1000,6.00,2.00,12.00,27.00,166.67
2010-09-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1000,56.00,21.00,101.50,222.25,17.86
2010-09-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1000,69.00,23.00,123.00,273.00,14.49
2010-09-15,22950,36 DOILIES VINTAGE CHRISTMAS,1000,36.00,12.00,72.00,162.00,27.78
2010-09-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,1000,97.00,36.75,192.00,424.88,10.31
2010-12-08,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2011-03-23,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2011-08-02,62018,SOMBRERO,1000,6.00,3.00,39.25,93.62,166.67
2011-08-31,21497,FANCY FONTS BIRTHDAY WRAP,1000,25.00,25.00,50.00,87.50,40.00
2011-09-08,16014,SMALL CHINESE STYLE SCISSOR,1000,20.00,10.00,60.50,136.25,50.00
2011-10-27,20713,JUMBO BAG OWLS,1000,20.00,10.00,43.50,93.75,50.00
2010-11-16,21212,PACK OF 72 RETROSPOT CAKE CASES,995,97.50,48.25,196.50,418.88,10.21
2011-04-20,21213,PACK OF 72 SKULL CAKE CASES,993,32.00,14.25,73.00,161.12,31.03
2010-12-20,21212,PACK OF 72 RETROSPOT CAKE CASES,991,97.50,48.25,196.50,418.88,10.16
2010-06-27,84212,"ASSORTED FLOWER COLOUR ""LEIS""",990,24.00,18.00,60.00,123.00,41.25
2011-10-03,22178,VICTORIAN GLASS HANGING T-LIGHT,986,36.00,16.00,95.25,214.12,27.39
2010-08-09,17039,INLAID WOOD INCENSE HOLDER,985,10.00,2.00,50.00,122.00,98.50
2010-08-09,37444B,UNKNOWN,984,2.00,1.00,3.00,6.00,492.00
2010-08-15,21213,PACK OF 72 SKULL CAKE CASES,984,32.00,14.25,73.00,161.12,30.75
2010-09-27,37444B,UNKNOWN,984,2.00,1.00,3.00,6.00,492.00
2010-10-08,22086,PAPER CHAIN KIT 50'S CHRISTMAS,979,52.00,8.00,144.00,348.00,18.83
2010-06-28,21704,BAG 250g SWIRLY MARBLES,972,14.00,11.00,39.50,82.25,69.43
2010-07-14,84212,"ASSORTED FLOWER COLOUR ""LEIS""",972,24.00,18.00,60.00,123.00,40.50
2010-11-19,21161,KEEP OUT BOYS DOOR HANGER,972,3.00,1.00,10.50,24.75,324.00
2011-09-13,23310,BUBBLEGUM RING ASSORTED,972,72.00,36.00,108.00,216.00,13.50
2010-11-15,22130,PARTY CONE CHRISTMAS DECORATION,971,24.00,12.00,48.00,102.00,40.46
2011-10-07,22147,FELTCRAFT BUTTERFLY HEARTS,971,13.00,6.25,27.75,60.00,74.69
2011-10-24,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,970,6.00,3.00,12.00,25.50,161.67
2011-08-24,85099B,JUMBO BAG RED RETROSPOT,968,118.50,45.00,220.75,484.38,8.17
2011-10-26,22178,VICTORIAN GLASS HANGING T-LIGHT,966,36.00,16.00,95.25,214.12,26.83
2009-12-14,20996,JAZZ HEARTS ADDRESS BOOK,963,8.50,2.00,25.00,59.50,113.29
2011-09-13,22952,60 CAKE CASES VINTAGE CHRISTMAS,963,97.00,36.75,192.00,424.88,9.93
2009-12-03,79323G,GOLD CHERRY LIGHTS,961,3.00,1.00,8.25,19.12,320.33
2010-02-15,35920,FOUR RABBIT EASTER DECORATIONS,960,5.50,2.00,8.00,17.00,174.55
2010-05-25,84991,60 TEATIME FAIRY CAKE CASES,960,52.00,26.00,120.00,261.00,18.46
2010-06-09,21948,SET OF 6 CAKE CHOPSTICKS,960,2.00,1.00,6.00,13.50,480.00
2010-06-09,21949,SET OF 6 STRAWBERRY CHOPSTICKS,960,3.00,1.00,12.00,28.50,320.00
2010-08-09,16043,POP ART PUSH DOWN RUBBER,960,24.00,3.00,24.00,55.50,40.00
2010-09-27,16043,POP ART PUSH DOWN RUBBER,960,24.00,3.00,24.00,55.50,40.00
2011-05-25,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,960,12.00,2.00,24.00,57.00,80.00
2011-07-26,84212,"ASSORTED FLOWER COLOUR ""LEIS""",960,24.00,18.00,60.00,123.00,40.00
2011-09-04,84212,"ASSORTED FLOWER COLOUR ""LEIS""",960,24.00,18.00,60.00,123.00,40.00
2011-05-24,79164,BLACK WINE GLASS,953,6.00,3.00,12.50,26.75,158.83
2011-09-20,23113,PANTRY CHOPPING BOARD,942,3.00,1.00,6.00,13.50,314.00
2011-10-06,22386,JUMBO BAG PINK POLKADOT,942,37.00,20.00,107.00,237.50,25.46
2011-11-30,20668,DISCO BALL CHRISTMAS DECORATION,942,48.00,24.00,118.25,259.62,19.62
2011-09-20,22722,SET OF 6 SPICE TINS PANTRY DESIGN,940,15.00,7.00,28.50,60.75,62.67
2011-05-12,15036,ASSORTED COLOURS SILK FAN,939,27.00,12.00,72.00,162.00,34.78
2011-03-17,85099F,JUMBO BAG STRAWBERRY,936,27.00,12.00,100.00,232.00,34.67
2011-05-19,22616,PACK OF 12 LONDON TISSUES,936,36.00,12.00,76.50,173.25,26.00
2011-10-06,23343,JUMBO BAG VINTAGE CHRISTMAS,933,25.00,10.00,65.00,147.50,37.32
2010-11-10,85123A,CREAM HANGING HEART T-LIGHT HOLDER,924,107.00,59.00,184.00,371.50,8.64
2009-12-22,84249D,FAIRY CAKE GREETINGS CARD,920,12.00,12.00,21.75,36.38,76.67
2010-09-13,22556,PLASTERS IN TIN CIRCUS PARADE,917,17.50,12.00,36.00,72.00,52.40
2010-09-21,84879,ASSORTED COLOUR BIRD ORNAMENT,917,80.00,40.00,160.00,340.00,11.46
2011-11-14,22086,PAPER CHAIN KIT 50'S CHRISTMAS,914,52.00,8.00,144.00,348.00,17.58
2011-08-04,22151,PLACE SETTING WHITE HEART,912,29.00,24.00,72.00,144.00,31.45
2011-11-07,23084,RABBIT NIGHT LIGHT,911,37.50,6.75,320.25,790.50,24.29
2010-12-14,22834,HAND WARMER BABUSHKA DESIGN,906,12.00,3.00,36.00,85.50,75.50
2011-01-11,21733,RED HANGING HEART T-LIGHT HOLDER,906,17.00,7.00,42.00,94.50,53.29
2010-09-20,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,905,56.00,21.00,101.50,222.25,16.16
2010-09-21,85099B,JUMBO BAG RED RETROSPOT,904,118.50,45.00,220.75,484.38,7.63
2011-09-20,22469,HEART OF WICKER SMALL,902,42.00,19.00,74.00,156.50,21.48
2010-03-24,84016,FLAG OF ST GEORGE CAR FLAG,901,21.00,12.00,36.00,72.00,42.90
2011-03-07,22492,MINI PAINT SET VINTAGE,901,72.00,36.00,109.00,218.50,12.51
2011-05-24,22350,ILLUSTRATED CAT BOWL,901,6.00,2.00,6.75,13.88,150.17
2010-01-11,17129D,CLEAR COLOUR GLASS GEMS IN BAG,900,10.50,3.00,39.25,93.62,85.71
2010-02-19,84270,UNKNOWN,900,62.00,30.00,120.00,255.00,14.52
2010-06-07,17003,BROCADE RING PURSE,900,37.00,36.00,110.00,221.00,24.32
2010-06-28,21094,SET/6 RED SPOTTY PAPER PLATES,900,19.00,8.50,48.00,107.25,47.37
2010-11-17,17003,BROCADE RING PURSE,900,37.00,36.00,110.00,221.00,24.32
2011-01-31,70006,LOVE HEART POCKET WARMER,900,7.00,2.00,24.00,57.00,128.57
2011-07-24,16045,POPART WOODEN PENCILS ASST,900,100.00,100.00,175.00,287.50,9.00
2010-11-25,85123A,CREAM HANGING HEART T-LIGHT HOLDER,896,107.00,59.00,184.00,371.50,8.37
2011-11-09,23203,JUMBO BAG VINTAGE DOILY,893,65.00,39.00,138.00,286.50,13.74
2010-06-28,21679,SKULLS STICKERS,888,12.00,6.00,18.00,36.00,74.00
2011-02-04,22616,PACK OF 12 LONDON TISSUES,888,36.00,12.00,76.50,173.25,24.67
2011-04-01,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,888,25.00,24.00,48.00,84.00,35.52
2011-05-24,22702,BLACK AND WHITE CAT BOWL,888,4.00,1.00,6.00,13.50,222.00
2011-11-15,22616,PACK OF 12 LONDON TISSUES,888,36.00,12.00,76.50,173.25,24.67
2010-10-12,84879,ASSORTED COLOUR BIRD ORNAMENT,886,80.00,40.00,160.00,340.00,11.07
2010-06-28,21080,SET/20 RED RETROSPOT PAPER NAPKINS,884,29.00,13.00,61.25,133.62,30.48
2010-09-13,22555,PLASTERS IN TIN STRONGMAN,883,14.00,7.00,26.75,56.38,63.07
2010-10-08,21212,PACK OF 72 RETROSPOT CAKE CASES,883,97.50,48.25,196.50,418.88,9.06
2010-11-12,84879,ASSORTED COLOUR BIRD ORNAMENT,880,80.00,40.00,160.00,340.00,11.00
2011-08-26,23084,RABBIT NIGHT LIGHT,880,37.50,6.75,320.25,790.50,23.47
2010-06-23,17003,BROCADE RING PURSE,879,37.00,36.00,110.00,221.00,23.76
2011-11-02,21703,BAG 125g SWIRLY MARBLES,877,12.00,8.00,36.00,78.00,73.08
2010-02-24,20971,PINK BLUE FELT CRAFT TRINKET BOX,876,16.00,12.00,32.00,62.00,54.75
2010-10-13,35961,FOLKART ZINC HEART CHRISTMAS DEC,876,12.00,3.00,24.00,55.50,73.00
2011-06-17,22616,PACK OF 12 LONDON TISSUES,876,36.00,12.00,76.50,173.25,24.33
2011-10-11,22147,FELTCRAFT BUTTERFLY HEARTS,876,13.00,6.25,27.75,60.00,67.38
2010-03-29,21915,RED HARMONICA IN BOX,873,24.00,12.00,60.00,132.00,36.38
2011-09-09,21703,BAG 125g SWIRLY MARBLES,870,12.00,8.00,36.00,78.00,72.50
2011-04-03,22616,PACK OF 12 LONDON TISSUES,869,36.00,12.00,76.50,173.25,24.14
2011-07-06,21703,BAG 125g SWIRLY MARBLES,869,12.00,8.00,36.00,78.00,72.42
2010-01-21,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,864,1.00,1.00,3.00,6.00,864.00
2010-03-19,84568,GIRLS ALPHABET IRON ON PATCHES,864,17.00,7.00,288.00,709.50,50.82
2010-03-19,84598,BOYS ALPHABET IRON ON PATCHES,864,10.00,5.00,25.50,56.25,86.40
2010-04-06,21212,PACK OF 72 RETROSPOT CAKE CASES,864,97.50,48.25,196.50,418.88,8.86
2010-04-16,17096,ASSORTED LAQUERED INCENSE HOLDERS,864,5.00,1.00,48.00,118.50,172.80
2010-04-26,21984,PACK OF 12 PINK PAISLEY TISSUES,864,14.50,3.00,36.25,86.12,59.59
2010-05-13,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,864,6.00,5.50,36.00,81.75,144.00
2010-08-09,21336,GOLD WASHBAG,864,1.00,1.00,3.75,7.88,864.00
2010-08-25,17096,ASSORTED LAQUERED INCENSE HOLDERS,864,5.00,1.00,48.00,118.50,172.80
2010-09-27,21336,GOLD WASHBAG,864,1.00,1.00,3.75,7.88,864.00
2010-10-13,84568,GIRLS ALPHABET IRON ON PATCHES,864,17.00,7.00,288.00,709.50,50.82
2011-03-31,22151,PLACE SETTING WHITE HEART,864,29.00,24.00,72.00,144.00,29.79
2011-06-17,22988,SOLDIERS EGG CUP,864,20.00,12.00,48.00,102.00,43.20
2010-09-03,21929,JUMBO BAG PINK VINTAGE PAISLEY,852,21.00,10.00,50.00,110.00,40.57
2011-09-02,21915,RED HARMONICA IN BOX,852,24.00,12.00,60.00,132.00,35.50
2010-06-15,22236,CAKE STAND 3 TIER MAGIC GARDEN,850,3.00,1.00,5.00,11.00,283.33
2010-05-07,21749,LARGE RED RETROSPOT WINDMILL,840,6.00,2.00,9.00,19.50,140.00
2010-06-29,84990,UNKNOWN,840,9.00,3.00,25.00,58.00,93.33
2010-11-25,22652,TRAVEL SEWING KIT,840,17.50,7.75,32.00,68.38,48.00
2011-11-03,M,Manual,839,3.00,1.00,12.00,28.50,279.67
2011-12-05,22560,TRADITIONAL MODELLING CLAY,839,24.00,5.00,48.00,112.50,34.96
2011-03-17,22386,JUMBO BAG PINK POLKADOT,832,37.00,20.00,107.00,237.50,22.49
2011-10-06,85099F,JUMBO BAG STRAWBERRY,831,27.00,12.00,100.00,232.00,30.78
2010-05-05,17003,BROCADE RING PURSE,828,37.00,36.00,110.00,221.00,22.38
2011-01-05,17003,BROCADE RING PURSE,828,37.00,36.00,110.00,221.00,22.38
2010-08-15,85099F,JUMBO BAG STRAWBERRY,826,27.00,12.00,100.00,232.00,30.59
2010-10-13,22708,WRAP DOLLY GIRL,825,25.00,25.00,25.00,50.00,33.00
2011-08-17,21871,SAVE THE PLANET MUG,824,12.00,6.00,24.00,51.00,68.67
2010-07-22,15036,ASSORTED COLOURS SILK FAN,823,27.00,12.00,72.00,162.00,30.48
2010-03-29,21749,LARGE RED RETROSPOT WINDMILL,821,6.00,2.00,9.00,19.50,136.83
2010-09-13,22437,SET OF 9 BLACK SKULL BALLOONS,820,20.00,4.00,21.00,46.50,41.00
2010-07-15,85041,UNKNOWN,817,5.00,2.00,13.00,29.50,163.40
