sku_id,description,selected_model,model_family,selection_observations
21175,GIN AND TONIC DIET METAL SIGN,seasonal_naive_lag_7,statistical,14
21179,NO JUNK MAIL METAL SIGN,moving_average_7,statistical,14
21181,PLEASE ONE PERSON METAL SIGN,lstm,deep_learning,14
21185,UNKNOWN,moving_average_7,statistical,14
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,moving_average_7,statistical,14
21187,WHITE BELL HONEYCOMB PAPER GARLAND,moving_average_7,statistical,14
21188,3D HEARTS HONEYCOMB PAPER GARLAND,moving_average_7,statistical,14
21189,WHITE HONEYCOMB PAPER GARLAND,weekday_seasonal_mean,statistical,14
21190,PINK HEARTS PAPER GARLAND,naive_lag_1,statistical,14
21191,LARGE WHITE HONEYCOMB PAPER BELL,weekday_seasonal_mean,statistical,14
21192,WHITE BELL HONEYCOMB PAPER,seasonal_naive_lag_7,statistical,14
21194,PINK HONEYCOMB PAPER FAN,lstm,deep_learning,14
21195,PINK HONEYCOMB PAPER BALL,moving_average_7,statistical,14
21197,MULTICOLOUR CONFETTI IN TUBE,lstm,deep_learning,14
21198,WHITE HEART CONFETTI IN TUBE,lstm,deep_learning,14
21199,PINK HEART CONFETTI IN TUBE,lstm,deep_learning,14
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,lstm,deep_learning,14
21201,TROPICAL HONEYCOMB PAPER GARLAND,lstm,deep_learning,14
21202,DOLLY HONEYCOMB GARLAND,lstm,deep_learning,14
21203,BUTTERFLIES HONEYCOMB GARLAND,moving_average_7,statistical,14
21204,DAISIES HONEYCOMB GARLAND,seasonal_naive_lag_7,statistical,14
21205,MULTICOLOUR 3D BALLS GARLAND,lstm,deep_learning,14
21206,STRAWBERRY HONEYCOMB GARLAND,seasonal_naive_lag_7,statistical,14
21207,SKULL AND CROSSBONES GARLAND,lstm,deep_learning,14
21208,PASTEL COLOUR HONEYCOMB FAN,lstm,deep_learning,14
21209,MULTICOLOUR HONEYCOMB FAN,lstm,deep_learning,14
21210,SET OF 72 RETROSPOT PAPER DOILIES,weekday_seasonal_mean,statistical,14
21211,SET OF 72 SKULL PAPER DOILIES,lstm,deep_learning,14
21212,PACK OF 72 RETROSPOT CAKE CASES,moving_average_7,statistical,14
21213,PACK OF 72 SKULL CAKE CASES,gru,deep_learning,14
21214,UNKNOWN,moving_average_7,statistical,14
21215,IVORY PAPER CUP CAKE CASES,lstm,deep_learning,14
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",weekday_seasonal_mean,statistical,14
21217,RED RETROSPOT ROUND CAKE TINS,lstm,deep_learning,14
21218,RED SPOTTY BISCUIT TIN,weekday_seasonal_mean,statistical,14
21219,SET/4 BADGES BALLOON GIRL,gru,deep_learning,14
21220,SET/4 BADGES DOGS,weekday_seasonal_mean,statistical,14
21221,SET/4 BADGES CUTE CREATURES,moving_average_7,statistical,14
21222,SET/4 BADGES BEETLES,weekday_seasonal_mean,statistical,14
21223,SET/4 BADGES WOODLAND ANIMAL,moving_average_7,statistical,14
21224,SET/4 SKULL BADGES,lstm,deep_learning,14
21226,POCKET MIRROR WOODLAND,seasonal_naive_lag_7,statistical,14
21231,SWEETHEART CERAMIC TRINKET BOX,lightgbm,machine_learning,14
21232,STRAWBERRY CERAMIC TRINKET POT,weekday_seasonal_mean,statistical,14
21238,RED RETROSPOT CUP,lightgbm,machine_learning,14
21239,PINK POLKADOT CUP,lstm,deep_learning,14
21240,BLUE POLKADOT CUP,lstm,deep_learning,14
21241,GREEN POLKADOT CUP,moving_average_7,statistical,14
21242,RED RETROSPOT PLATE,lstm,deep_learning,14
21243,PINK POLKADOT PLATE,seasonal_naive_lag_7,statistical,14
21244,BLUE POLKADOT PLATE,lstm,deep_learning,14
21245,GREEN POLKADOT PLATE,lstm,deep_learning,14
21246,RED RETROSPOT BIG BOWL,moving_average_7,statistical,14
21247,SET OF RED SALAD SERVERS,moving_average_7,statistical,14
21248,DOOR HANGER MUM + DADS ROOM,lstm,deep_learning,14
21249,WOODLAND HEIGHT CHART STICKERS,gru,deep_learning,14
21250,SET OF SKULL WALL STICKERS,lstm,deep_learning,14
21251,DINOSAUR HEIGHT CHART STICKER SET,naive_lag_1,statistical,14
21253,SET OF PICTURE FRAME STICKERS,naive_lag_1,statistical,14
21255,UNKNOWN,moving_average_7,statistical,14
21256,UNKNOWN,moving_average_7,statistical,14
21257,VICTORIAN SEWING BOX MEDIUM,weekday_seasonal_mean,statistical,14
21258,VICTORIAN SEWING BOX LARGE,weekday_seasonal_mean,statistical,14
21259,VICTORIAN SEWING BOX SMALL,xgboost,machine_learning,14
21260,FIRST AID TIN,gru,deep_learning,14
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,weekday_seasonal_mean,statistical,14
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,lightgbm,machine_learning,14
21263,GREEN GOOSE FEATHER TREE 60CM,weekday_seasonal_mean,statistical,14
21264,WHITE GOOSE FEATHER TREE 60CM,weekday_seasonal_mean,statistical,14
21268,VINTAGE BLUE TINSEL REEL,moving_average_7,statistical,14
21269,ANTIQUE CREAM CUTLERY SHELF,seasonal_naive_lag_7,statistical,14
21270,ANTIQUE CREAM CUTLERY CUPBOARD,moving_average_7,statistical,14
21272,UNKNOWN,moving_average_7,statistical,14
21274,EMBOSSED HEART 3 DRAWER SHELF,moving_average_7,statistical,14
21275,ZINC TOP 2 DOOR WOODEN SHELF,naive_lag_1,statistical,14
21277,FRENCH STYLE EMBOSSED HEART CABINET,weekday_seasonal_mean,statistical,14
21278,VINTAGE KITCHEN PRINT PUDDINGS,moving_average_7,statistical,14
21279,VINTAGE KITCHEN PRINT FRUITS,moving_average_7,statistical,14
21280,VINTAGE KITCHEN PRINT VEGETABLES,naive_lag_1,statistical,14
21281,VINTAGE KITCHEN PRINT SEAFOOD,naive_lag_1,statistical,14
21282,NATURAL BARK CANDLE LARGE,moving_average_7,statistical,14
21283,NATURAL BARK CANDLE SMALL,moving_average_7,statistical,14
21284,RETROSPOT CANDLE SMALL,seasonal_naive_lag_7,statistical,14
21285,RETROSPOT CANDLE MEDIUM,lstm,deep_learning,14
21286,RETROSPOT CANDLE LARGE,seasonal_naive_lag_7,statistical,14
21287,SCENTED VELVET LOUNGE CANDLE,weekday_seasonal_mean,statistical,14
21288,STRIPEY CHOCOLATE NESTING BOXES,moving_average_7,statistical,14
21289,LARGE STRIPES CHOCOLATE GIFT BAG,lstm,deep_learning,14
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,lstm,deep_learning,14
21292,SMALL STRIPES CHOCOLATE GIFT BAG,seasonal_naive_lag_7,statistical,14
21293,MIRRORED DOVE WALL DECORATION,lstm,deep_learning,14
21294,ETCHED GLASS COASTER,moving_average_7,statistical,14
21306,SET/4 DAISY MIRROR MAGNETS,weekday_seasonal_mean,statistical,14
21307,SET/4 BUTTERFLY MIRROR MAGNETS,moving_average_7,statistical,14
21311,SET/4 BIRD MIRROR MAGNETS,lstm,deep_learning,14
21313,GLASS HEART T-LIGHT HOLDER,lstm,deep_learning,14
21314,SMALL GLASS HEART TRINKET POT,weekday_seasonal_mean,statistical,14
21316,SMALL CHUNKY GLASS ROMAN BOWL,moving_average_7,statistical,14
21317,GLASS SPHERE CANDLE STAND MEDIUM,moving_average_7,statistical,14
21318,GLASS CHALICE BLUE SMALL,moving_average_7,statistical,14
21319,adjustment,moving_average_7,statistical,14
21320,GLASS CHALICE GREEN LARGE,moving_average_7,statistical,14
21323,UNKNOWN,moving_average_7,statistical,14
21324,UNKNOWN,moving_average_7,statistical,14
21326,AGED GLASS SILVER T-LIGHT HOLDER,lightgbm,machine_learning,14
21327,SKULLS WRITING SET,weekday_seasonal_mean,statistical,14
21328,BALLOONS WRITING SET,seasonal_naive_lag_7,statistical,14
21329,DINOSAURS WRITING SET,seasonal_naive_lag_7,statistical,14
21330,WOODLAND ANIMAL WRITING SET,moving_average_7,statistical,14
21332,MOROCCAN BEATEN METAL MIRROR,moving_average_7,statistical,14
21333,CLASSIC WHITE FRAME,moving_average_7,statistical,14
21336,GOLD WASHBAG,moving_average_7,statistical,14
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,weekday_seasonal_mean,statistical,14
21348,UNKNOWN,moving_average_7,statistical,14
21349,check,moving_average_7,statistical,14
21350,UNKNOWN,moving_average_7,statistical,14
21351,CINAMMON & ORANGE WREATH,lstm,deep_learning,14
21352,EUCALYPTUS & PINECONE WREATH,naive_lag_1,statistical,14
21354,TOAST ITS - BEST MUM,lstm,deep_learning,14
21355,TOAST ITS - I LOVE YOU,naive_lag_1,statistical,14
21356,TOAST ITS - FAIRY FLOWER,weekday_seasonal_mean,statistical,14
21357,UNKNOWN,moving_average_7,statistical,14
21358,TOAST ITS - HAPPY BIRTHDAY,gru,deep_learning,14
21359,UNKNOWN,moving_average_7,statistical,14
21360,JOY LARGE WOOD LETTERS,moving_average_7,statistical,14
21361,LOVE LARGE WOOD LETTERS,moving_average_7,statistical,14
21363,HOME SMALL WOOD LETTERS,moving_average_7,statistical,14
21364,PEACE SMALL WOOD LETTERS,moving_average_7,statistical,14
21365,MIRRORED WALL ART STARS,weekday_seasonal_mean,statistical,14
21366,MIRRORED WALL ART PHOTO FRAMES,lstm,deep_learning,14
21367,MIRRORED WALL ART GENTS,weekday_seasonal_mean,statistical,14
21368,MIRRORED WALL ART LADIES,lstm,deep_learning,14
21371,MIRRORED WALL ART POPPIES,naive_lag_1,statistical,14
21372,MIRRORED WALL ART TABLE LAMP,lstm,deep_learning,14
21373,MIRRORED WALL ART SNOWFLAKES,weekday_seasonal_mean,statistical,14
21374,MIRRORED WALL ART SKULLS,naive_lag_1,statistical,14
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,moving_average_7,statistical,14
21376,LARGE TALL CAMPHOR WOOD TOADSTOOL,seasonal_naive_lag_7,statistical,14
21377,SMALL CAMPHOR WOOD FIELD MUSHROOM,naive_lag_1,statistical,14
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,naive_lag_1,statistical,14
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,naive_lag_1,statistical,14
21380,WOODEN HAPPY BIRTHDAY GARLAND,lstm,deep_learning,14
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,lstm,deep_learning,14
21382,SET/4 SPRING FLOWER DECORATION,seasonal_naive_lag_7,statistical,14
21383,PACK OF 12 STICKY BUNNIES,lstm,deep_learning,14
21384,UNKNOWN,moving_average_7,statistical,14
21385,IVORY HANGING DECORATION HEART,gru,deep_learning,14
21386,IVORY HANGING DECORATION EGG,naive_lag_1,statistical,14
21389,IVORY HANGING DECORATION BIRD,lstm,deep_learning,14
21390,FILIGRIS HEART WITH BUTTERFLY,lstm,deep_learning,14
21391,FRENCH LAVENDER SCENT HEART,seasonal_naive_lag_7,statistical,14
21392,RED POLKADOT PUDDING BOWL,moving_average_7,statistical,14
21393,UNKNOWN,moving_average_7,statistical,14
21394,UNKNOWN,lstm,deep_learning,14
21395,BLUE POLKADOT BEAKER,moving_average_7,statistical,14
21396,RED SPOTTY EGG CUP,moving_average_7,statistical,14
21397,BLUE POLKADOT EGG CUP,moving_average_7,statistical,14
21398,RED POLKADOT COFFEE MUG,moving_average_7,statistical,14
21399,BLUE POLKADOT COFFEE MUG,moving_average_7,statistical,14
21400,RED PUDDING SPOON,lstm,deep_learning,14
21401,BLUE PUDDING SPOON,lstm,deep_learning,14
21402,RED EGG SPOON,lstm,deep_learning,14
21403,BLUE EGG SPOON,lstm,deep_learning,14
21407,BROWN CHECK CAT DOORSTOP,seasonal_naive_lag_7,statistical,14
21408,SPOTTY PINK DUCK DOORSTOP,weekday_seasonal_mean,statistical,14
21410,COUNTRY COTTAGE DOORSTOP GREEN,moving_average_7,statistical,14
21411,GINGHAM HEART DOORSTOP RED,weekday_seasonal_mean,statistical,14
21412,VINTAGE GOLD TINSEL REEL,moving_average_7,statistical,14
21413,PERIWINKLE T-LIGHT HOLDER,lstm,deep_learning,14
21414,SCALLOP SHELL SOAP DISH,moving_average_7,statistical,14
21415,CLAM SHELL SMALL,lstm,deep_learning,14
21417,COCKLE SHELL DISH,lstm,deep_learning,14
21418,STARFISH SOAP DISH,moving_average_7,statistical,14
21421,PORCELAIN ROSE LARGE,moving_average_7,statistical,14
21422,PORCELAIN ROSE SMALL,lstm,deep_learning,14
21424,WOODLAND STORAGE BOX LARGE,moving_average_7,statistical,14
21425,SKULLS STORAGE BOX LARGE,naive_lag_1,statistical,14
21426,WOODLAND STORAGE BOX SMALL,lstm,deep_learning,14
21427,SKULLS STORAGE BOX SMALL,lstm,deep_learning,14
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,lstm,deep_learning,14
21429,RED GINGHAM ROSE JEWELLERY BOX,lightgbm,machine_learning,14
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,moving_average_7,statistical,14
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,moving_average_7,statistical,14
21432,SET OF 3 CASES WOODLAND DESIGN,moving_average_7,statistical,14
21437,24 HANGING EASTER EGGS FLORAL TUB,moving_average_7,statistical,14
21439,BASKET OF TOADSTOOLS,gru,deep_learning,14
21440,12 MINI TOADSTOOL PEGS,moving_average_7,statistical,14
21441,BLUE BIRDHOUSE DECORATION,lstm,deep_learning,14
21442,GREEN BIRDHOUSE DECORATION,lstm,deep_learning,14
21444,BLUE CHALET BIRDFEEDER,moving_average_7,statistical,14
21445,UNKNOWN,moving_average_7,statistical,14
21446,12 RED ROSE PEG PLACE SETTINGS,seasonal_naive_lag_7,statistical,14
21447,12 IVORY ROSE PEG PLACE SETTINGS,moving_average_7,statistical,14
21448,12 DAISY PEGS IN WOOD BOX,moving_average_7,statistical,14
21452,TOADSTOOL MONEY BOX,lstm,deep_learning,14
21454,PAINTED PINK RABBIT,moving_average_7,statistical,14
21455,PAINTED YELLOW WOODEN DAISY,moving_average_7,statistical,14
21456,2 PICTURE BOOK EGGS EASTER CHICKS,moving_average_7,statistical,14
21457,2 PICTURE BOOK EGGS EASTER DUCKS,naive_lag_1,statistical,14
21458,2 PICTURE BOOK EGGS EASTER BUNNY,naive_lag_1,statistical,14
21459,YELLOW EASTER EGG HUNT START POST,moving_average_7,statistical,14
21462,"NURSERY A,B,C PAINTED LETTERS",lstm,deep_learning,14
21463,MIRRORED DISCO BALL,weekday_seasonal_mean,statistical,14
21464,DISCO BALL ROTATOR BATTERY OPERATED,weekday_seasonal_mean,statistical,14
21465,PINK FLOWER CROCHET FOOD COVER,lstm,deep_learning,14
21466,RED FLOWER CROCHET FOOD COVER,lstm,deep_learning,14
21467,CHERRY CROCHET FOOD COVER,seasonal_naive_lag_7,statistical,14
21468,BUTTERFLY CROCHET FOOD COVER,seasonal_naive_lag_7,statistical,14
21469,POLKA DOT RAFFIA FOOD COVER,naive_lag_1,statistical,14
21470,FLOWER VINE RAFFIA FOOD COVER,lstm,deep_learning,14
21471,STRAWBERRY RAFFIA FOOD COVER,naive_lag_1,statistical,14
21472,UNKNOWN,moving_average_7,statistical,14
21473,SWEETHEART CREAM STEEL TABLE RECT,seasonal_naive_lag_7,statistical,14
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,moving_average_7,statistical,14
21476,STEEL SWEETHEART ROUND TABLE CREAM,moving_average_7,statistical,14
21478,UNKNOWN,moving_average_7,statistical,14
21479,WHITE SKULL HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
21481,FAWN BLUE HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
21482,MUSHROOM BLUE HOT WATER BOTTLE,moving_average_7,statistical,14
21484,CHICK GREY HOT WATER BOTTLE,lightgbm,machine_learning,14
21485,RETROSPOT HEART HOT WATER BOTTLE,weekday_seasonal_mean,statistical,14
21486,PINK HEART DOTS HOT WATER BOTTLE,moving_average_7,statistical,14
21488,RED WHITE SCARF HOT WATER BOTTLE,moving_average_7,statistical,14
21491,UNKNOWN,moving_average_7,statistical,14
21494,ROTATING LEAVES T-LIGHT HOLDER,xgboost,machine_learning,14
21495,SKULLS AND CROSSBONES WRAP,weekday_seasonal_mean,statistical,14
21497,FANCY FONTS BIRTHDAY WRAP,gru,deep_learning,14
21498,RED RETROSPOT WRAP,xgboost,machine_learning,14
21499,BLUE POLKADOT WRAP,lstm,deep_learning,14
21500,PINK POLKADOT WRAP,lstm,deep_learning,14
21503,TOYBOX WRAP,naive_lag_1,statistical,14
21504,SKULLS GREETING CARD,seasonal_naive_lag_7,statistical,14
21506,"FANCY FONT BIRTHDAY CARD,",weekday_seasonal_mean,statistical,14
21507,ELEPHANT BIRTHDAY CARD,weekday_seasonal_mean,statistical,14
21508,VINTAGE KID DOLLY CARD,lstm,deep_learning,14
21509,COWBOYS AND INDIANS BIRTHDAY CARD,lstm,deep_learning,14
21518,BANK ACCOUNT GREETING CARD,moving_average_7,statistical,14
21519,GIN & TONIC DIET GREETING CARD,weekday_seasonal_mean,statistical,14
21520,BOOZE & WOMEN GREETING CARD,seasonal_naive_lag_7,statistical,14
21523,DOORMAT FANCY FONT HOME SWEET HOME,lightgbm,machine_learning,14
21524,DOORMAT SPOTTY HOME SWEET HOME,gru,deep_learning,14
21527,RED RETROSPOT TRADITIONAL TEAPOT,moving_average_7,statistical,14
21528,DAIRY MAID TRADITIONAL TEAPOT,lstm,deep_learning,14
21529,UNKNOWN,moving_average_7,statistical,14
21530,DAIRY MAID TOASTRACK,weekday_seasonal_mean,statistical,14
21531,RED RETROSPOT SUGAR JAM BOWL,xgboost,machine_learning,14
21532,UNKNOWN,moving_average_7,statistical,14
21533,RETROSPOT LARGE MILK JUG,lstm,deep_learning,14
21534,DAIRY MAID LARGE MILK JUG,seasonal_naive_lag_7,statistical,14
21535,RED RETROSPOT SMALL MILK JUG,gru,deep_learning,14
21536,DAIRY MAID SMALL MILK JUG,moving_average_7,statistical,14
21537,RED RETROSPOT PUDDING BOWL,lstm,deep_learning,14
21538,DAIRY MAID PUDDING BOWL,moving_average_7,statistical,14
21539,check,moving_average_7,statistical,14
21540,DAIRY MAID BUTTER DISH,moving_average_7,statistical,14
21541,DINOSAURS WATER TRANSFER TATTOOS,moving_average_7,statistical,14
21542,UNKNOWN,moving_average_7,statistical,14
21544,SKULLS WATER TRANSFER TATTOOS,weekday_seasonal_mean,statistical,14
21545,UNKNOWN,moving_average_7,statistical,14
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,moving_average_7,statistical,14
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,moving_average_7,statistical,14
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,moving_average_7,statistical,14
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,moving_average_7,statistical,14
21555,CERAMIC STRAWBERRY TRINKET TRAY,lstm,deep_learning,14
21556,CERAMIC STRAWBERRY MONEY BOX,seasonal_naive_lag_7,statistical,14
21557,SET OF 6 FUNKY BEAKERS,weekday_seasonal_mean,statistical,14
21558,SKULL LUNCH BOX WITH CUTLERY,weekday_seasonal_mean,statistical,14
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,weekday_seasonal_mean,statistical,14
21561,DINOSAUR LUNCH BOX WITH CUTLERY,lstm,deep_learning,14
21562,HAWAIIAN GRASS SKIRT,lstm,deep_learning,14
21563,RED HEART SHAPE LOVE BUCKET,lstm,deep_learning,14
21564,PINK HEART SHAPE LOVE BUCKET,lstm,deep_learning,14
21576,LETS GO SHOPPING COTTON TOTE BAG,lstm,deep_learning,14
21577,SAVE THE PLANET COTTON TOTE BAG,seasonal_naive_lag_7,statistical,14
21578,WOODLAND DESIGN COTTON TOTE BAG,naive_lag_1,statistical,14
21579,LOLITA DESIGN COTTON TOTE BAG,lstm,deep_learning,14
21580,RABBIT DESIGN COTTON TOTE BAG,lstm,deep_learning,14
21581,SKULLS DESIGN COTTON TOTE BAG,lstm,deep_learning,14
21584,RETROSPOT SMALL TUBE MATCHES,weekday_seasonal_mean,statistical,14
21586,KINGS CHOICE GIANT TUBE MATCHES,naive_lag_1,statistical,14
21587,COSY HOUR GIANT TUBE MATCHES,moving_average_7,statistical,14
21588,RETROSPOT GIANT TUBE MATCHES,gru,deep_learning,14
21589,SWALLOW GIANT TUBE MATCHES,moving_average_7,statistical,14
21590,UNKNOWN,moving_average_7,statistical,14
21591,COSY HOUR CIGAR BOX MATCHES,weekday_seasonal_mean,statistical,14
21592,RETROSPOT CIGAR BOX MATCHES,moving_average_7,statistical,14
21593,SWALLOW CIGAR BOX MATCHES,moving_average_7,statistical,14
21609,SET 12 LAVENDER BOTANICAL T-LIGHTS,moving_average_7,statistical,14
21610,SET 12 PEAR BOTANICAL T-LIGHTS,moving_average_7,statistical,14
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,moving_average_7,statistical,14
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,moving_average_7,statistical,14
21613,S/12 VANILLA BOTANICAL T-LIGHTS,moving_average_7,statistical,14
21614,UNKNOWN,moving_average_7,statistical,14
21615,4 LAVENDER BOTANICAL DINNER CANDLES,lightgbm,machine_learning,14
21616,4 PEAR BOTANICAL DINNER CANDLES,xgboost,machine_learning,14
21617,4 LILY BOTANICAL DINNER CANDLES,weekday_seasonal_mean,statistical,14
21618,4 WILDFLOWER BOTANICAL CANDLES,naive_lag_1,statistical,14
21619,4 VANILLA BOTANICAL CANDLES,lstm,deep_learning,14
21620,SET OF 4 ROSE BOTANICAL CANDLES,weekday_seasonal_mean,statistical,14
21621,VINTAGE UNION JACK BUNTING,gru,deep_learning,14
21622,VINTAGE UNION JACK CUSHION COVER,naive_lag_1,statistical,14
21623,VINTAGE UNION JACK MEMOBOARD,lstm,deep_learning,14
21624,VINTAGE UNION JACK DOORSTOP,lstm,deep_learning,14
21625,VINTAGE UNION JACK APRON,lstm,deep_learning,14
21626,VINTAGE UNION JACK PENNANT,seasonal_naive_lag_7,statistical,14
21627,ELEPHANT CARNIVAL POUFFE,moving_average_7,statistical,14
21628,TRIANGULAR POUFFE VINTAGE,lstm,deep_learning,14
21629,SQUARE FLOOR CUSHION VINTAGE RED,seasonal_naive_lag_7,statistical,14
21630,FLOOR CUSHION ELEPHANT CARNIVAL,seasonal_naive_lag_7,statistical,14
21631,HIPPY CHIC DECORATIVE PARASOL,naive_lag_1,statistical,14
21632,UNKNOWN,moving_average_7,statistical,14
21633,SUNFLOWER DECORATIVE PARASOL,weekday_seasonal_mean,statistical,14
21634,ASSORTED MINI MADRAS NOTEBOOK,moving_average_7,statistical,14
21635,UNKNOWN,moving_average_7,statistical,14
21636,MADRAS NOTEBOOK MEDIUM,weekday_seasonal_mean,statistical,14
21637,ASSORTED SANSKRIT MINI NOTEBOOK,moving_average_7,statistical,14
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,weekday_seasonal_mean,statistical,14
21640,ASSORTED TUTTI FRUTTI FOB NOTEBOOK,weekday_seasonal_mean,statistical,14
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,moving_average_7,statistical,14
21642,ASSORTED TUTTI FRUTTI PEN,lightgbm,machine_learning,14
21643,ASSORTED TUTTI FRUTTI MIRROR,lstm,deep_learning,14
21644,ASSORTED TUTTI FRUTTI HEART BOX,lstm,deep_learning,14
21645,ASSORTED TUTTI FRUTTI ROUND BOX,moving_average_7,statistical,14
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,lstm,deep_learning,14
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,gru,deep_learning,14
21650,ASSORTED TUTTI FRUTTI BRACELET,lightgbm,machine_learning,14
21651,HANGING GLASS ETCHED TEALIGHT,moving_average_7,statistical,14
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,moving_average_7,statistical,14
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,moving_average_7,statistical,14
21654,RIDGED GLASS FINGER BOWL,moving_average_7,statistical,14
21655,UNKNOWN,moving_average_7,statistical,14
21656,RIDGED GLASS POSY VASE,moving_average_7,statistical,14
21657,MILK BOTTLE WITH GLASS STOPPER,moving_average_7,statistical,14
21658,UNKNOWN,moving_average_7,statistical,14
21659,UNKNOWN,moving_average_7,statistical,14
21661,VINTAGE GLASS TEA CADDY,moving_average_7,statistical,14
21662,UNKNOWN,moving_average_7,statistical,14
21664,RIDGED GLASS STORAGE JAR CREAM LID,moving_average_7,statistical,14
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,moving_average_7,statistical,14
21666,RIDGED GLASS T-LIGHT HOLDER,lstm,deep_learning,14
21667,UNKNOWN,moving_average_7,statistical,14
21668,RED STRIPE CERAMIC DRAWER KNOB,lstm,deep_learning,14
21669,BLUE STRIPE CERAMIC DRAWER KNOB,gru,deep_learning,14
